fat_unit,categories,off:food_groups_tags,nutrition_data_prepared_per,countries,categories_tags,sugars_value,proteins_value,proteins_unit,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_data.adjustments.origins_of_ingredients.value,saturated-fat_value,off:ecoscore_score,salt_value,carbohydrates_unit,off:food_groups,energy-kcal_value,brands,data_sources,nutrition_data_per,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,obsolete,sugars_unit,off:ecoscore_grade,carbohydrates_value,energy_unit,off:ecoscore_data.adjustments.production_system.value,off:nova_groups_tags,countries_tags,energy-kcal_unit,sodium_unit,code,fat_value,saturated-fat_unit,energy_value,lc,sodium_value,brands_tags,salt_unit,off:ecoscore_data.adjustments.packaging.value
g,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Leches de frutos de cáscara, Leches de almendras","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:milk-substitutes,en:nuts-and-their-products,en:plant-based-beverages,en:plant-based-milk-alternatives,en:nut-based-drinks,en:almond-based-drinks",0.1,0.5,g,b,0.0,-5,0.2,64.0,0.1,g,en:plant-based-milk-substitutes,14.0,Consum,"App - yuka, Apps, App - smoothie-openfoodfacts",100g,18107,0,0,g,b,0.2,kcal,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,g,8414807541666,1.2,g,14.0,es,0.04,consum,g,-10
g,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Bebidas no alcohólicas, Aguas minerales naturales","en:beverages,en:waters-and-flavored-waters",100g,Germany,"en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:non-alcoholic-beverages,en:natural-mineral-waters",0.0,0.0,g,a,0.0,-5,0.0,0.0,0.0,g,en:waters-and-flavored-waters,0.0,Unknown,"App - elcoco, App - yuka, Apps, App - El CoCo",100g,Unknown,1,0,g,not-applicable,0.0,kcal,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,g,8423415201008,0.0,g,0.0,es,0.0,Unknown,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja, Bebidas de soja natural endulzadas","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:legume-based-drinks,en:soy-based-drinks,en:sweetened-plain-soy-based-drinks",3.0,3.1,g,a,-1.0,-5,0.3,81.0,0.1,g,en:plant-based-milk-substitutes,43.0,Carrefour,"App - yuka, Apps, Producers, Producer - carrefour-espana, App - InFood",100g,18900,0,0,g,a,3.7,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,g,8431876245561,1.7,g,179.0,es,0.04,carrefour,g,-4
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Agua de coco",Unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:coconut-waters",5.0,0.0,g,b,-3.0,0,0.0,35.0,0.075,g,Unknown,21.0,Tesoro natural,"App - yuka, Apps",100g,18011,1,0,g,d,5.2,kcal,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,g,8436048721270,0.0,g,21.0,es,0.03,tesoro-natural,g,-10
g,"Beverages, Sweetened beverages","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:sweetened-beverages",40.0,0.0,g,e,20.0,-5,0.0,0.0,0.04,g,en:sweetened-beverages,251.0,Unknown,"App - yuka, Apps, App - elcoco, App - El CoCo, App - InFood",100g,Unknown,1,0,g,unknown,63.0,kcal,0,en:4-ultra-processed-food-and-drink-products,"en:australia,en:france,en:spain,en:switzerland",kcal,g,8437001799084,0.0,g,251.0,en,0.016,Unknown,g,-15
g,"Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas",7.3,0.0,g,e,10.0,-5,0.0,0.0,0.04,g,en:sweetened-beverages,30.0,7 Up,"App - yuka, Apps",100g,Unknown,1,0,g,not-applicable,7.3,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,g,8717700002105,0.0,g,126.0,es,0.016,7-up,g,-10
g,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Herbal teas, Unsweetened beverages, Tea bags",en:unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:unsweetened-beverages,en:tea-bags",0.5,0.5,g,c,2.0,-5,0.0,93.0,0.0,g,en:unknown,4.0,Lipton,"Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - InFood, App - Speisekammer",100g,18020,0,0,g,a,0.5,kJ,0,en:1-unprocessed-or-minimally-processed-foods,"en:belgium,en:france,en:germany,en:portugal,en:spain,en:switzerland",kcal,g,8722700089179,0.0,g,17.0,en,0.0,lipton,g,-2
Unknown,"Bebidas, Bebidas alcohólicas, Vinos, Vinos blancos",en:alcoholic-beverages,100g,Germany,"en:beverages,en:alcoholic-beverages,en:wines,en:white-wines",0.0,0.0,Unknown,not-applicable,0.0,3,0.0,36.0,0.0,Unknown,en:alcoholic-beverages,0.0,Cason Historico,"App - yuka, Apps, app-elcoco, App - smoothie-openfoodfacts",100g,5215,0,0,Unknown,d,0.0,Unknown,0,en:3-processed-foods,en:spain,Unknown,Unknown,8480000661272,0.0,Unknown,0.0,es,0.0,cason-historico,Unknown,-10
g,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales","en:beverages,en:waters-and-flavored-waters",100g,Germany,"en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:natural-mineral-waters",0.0,0.0,g,a,0.0,3,0.0,0.0,0.0,g,en:waters-and-flavored-waters,0.0,Eroski,"App - elcoco, Apps, App - yuka, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts",100g,Unknown,1,0,g,not-applicable,0.0,kJ,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,mg,8480010055863,0.0,g,0.0,es,0.0,eroski,mg,-10
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas carbonatadas, Bebidas a base de frutas, Sodas, Sodas a base de frutas, Sodas a base de limón","en:beverages,en:artificially-sweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:sodas,en:fruit-sodas,en:lemon-soft-drinks",0.0,0.0,g,b,1.0,-5,0.0,0.0,0.03,g,en:artificially-sweetened-beverages,2.2,Hacendado,"App - elcoco, Apps, App - yuka, App - El CoCo",100g,Unknown,1,0,g,not-applicable,0.0,kcal,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8480000290786,0.0,g,2.2,es,0.012,hacendado,g,-15
g,"Bebidas, Bebidas carbonatadas, Sodas, Bebidas carbonatadas sin jugo de frutas, Bebidas de cola, en:Carbonated soft drink without fruit juice without sugar and with artificial sweeteners","en:beverages,en:artificially-sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:sodas,en:carbonated-soft-drinks-without-fruit-juice,en:colas,en:carbonated-soft-drink-without-fruit-juice-without-sugar-and-with-artificial-sweeteners",0.0,0.0,g,b,1.0,-5,0.0,0.0,0.02,g,en:artificially-sweetened-beverages,0.2,Coca-Cola,"App - yuka, Apps, App - elcoco, App - El CoCo",100g,Unknown,1,0,g,not-applicable,0.0,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,5000112626469,0.0,g,0.9,es,0.008,coca-cola,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Zumos y néctares",Unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:juices-and-nectars",11.2,0.02,g,e,15.0,-5,0.0,0.0,0.03,g,Unknown,46.0,frutti fresh,"App - yuka, Apps, App - Open Food Facts",100g,Unknown,1,0,g,unknown,11.2,kJ,0,unknown,en:spain,kcal,g,5942207000344,0.0,g,194.0,es,0.012,frutti-fresh,g,-15
g,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Condimentos, Bebidas para tomar calientes, Bebidas de origen vegetal, Preparaciones de bebidas, Especias, Plantas para infusiones, Plantas para infusiones en bolsitas, Cúrcuma, Cúrcuma molida",Unknown,100g,Germany,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:condiments,en:hot-beverages,en:plant-based-beverages,en:beverage-preparations,en:spices,en:herbal-teas,en:herbal-teas-in-tea-bags,en:turmeric,en:turmeric-powder",0.5,0.5,g,not-applicable,0.0,-5,0.0,-20.0,0.03,g,Unknown,2.0,Hacendado,"App - yuka, Apps",100g,11089,1,0,g,e,0.5,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8480000114389,0.0,g,10.0,es,0.012,hacendado,g,-15
g,"Bebidas, Bebidas carbonatadas, Sodas, Bebidas de cola, Bebidas azucaradas, Ultraprocesado","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:sweetened-beverages,es:ultraprocesado",15.0,0.0,g,e,10.0,-5,0.0,0.0,50.0,g,en:sweetened-beverages,60.0,Coca-Cola,"App - elcoco, Apps, App - El CoCo, App - Yuka",serving,Unknown,1,0,g,not-applicable,15.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:mexico,en:spain",kcal,mg,7501055310227,0.0,g,255.0,es,20.0,coca-cola,mg,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",2.7,1.1,g,b,0.0,-5,0.3,52.0,0.12,g,en:plant-based-milk-substitutes,56.0,Kaiku,"App - yuka, Apps",100g,18905,1,0,g,c,7.08,kJ,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,g,8432425018520,2.5,g,207.0,es,0.048,kaiku,g,-15
g,"Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, Bebida lácteas, en:Fermented dairy desserts, Bebidas fermentadas, Yogures, Bebidas de leche fermentada, Yogures para beber","en:milk-and-dairy-products,en:milk-and-yogurt",100g,Germany,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts",5.4,11.0,g,a,-4.0,-5,0.1,17.0,0.15,g,en:milk-and-yogurt,66.0,Carrefour,"App - yuka, Apps, Producers, Producer - carrefour-espana, App - El CoCo",100g,19508,1,0,g,e,5.5,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8431876284041,0.5,g,281.0,es,0.06,carrefour,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja, Bebidas de soja natural sin azúcar","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:legumes-and-their-products,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:legume-based-drinks,en:soy-based-drinks,en:unsweetened-plain-soy-based-drinks",0.8,3.6,g,a,-2.0,-5,0.3,79.0,0.05,g,en:plant-based-milk-substitutes,39.0,"Carrefour Bio,Carrefour, BIO","App - yuka, Apps, Producers, Producer - carrefour-espana, App - Open Food Facts",100g,18900,1,0,g,b,1.6,kJ,15,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,g,8431876293272,2.0,g,162.0,es,0.02,"carrefour-bio,carrefour,bio",g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Plantas para infusiones, Rooibos, en:Alimentos y bebidas de origen vegetal, en:Bebidas, en:Bebidas de origen vegetal, en:Bebidas para tomar calientes, en:Infusiones con frutas, en:Infusiones con frutas en bolsitas, en:Plantas para infusiones, en:Plantas para infusiones en bolsitas",Unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:rooibos,en:alimentos-y-bebidas-de-origen-vegetal,en:bebidas,en:bebidas-de-origen-vegetal,en:bebidas-para-tomar-calientes,en:infusiones-con-frutas,en:infusiones-con-frutas-en-bolsitas,en:plantas-para-infusiones,en:plantas-para-infusiones-en-bolsitas",0.0,0.0,g,b,1.0,-5,0.0,79.0,0.05,g,Unknown,2.0,Hacendado,"App - yuka, Apps, App - El CoCo",100g,18020,1,0,g,b,0.0,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8480000134592,0.0,g,9.0,es,0.02,hacendado,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Tés, Tés aromatizados, Tés con hierbabuena",Unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:flavored-teas,en:mint-teas",0.0,0.0,g,unknown,0.0,-5,0.0,79.0,0.0,g,Unknown,0.0,Hacendado,"App - yuka, Apps",100g,18020,1,0,g,b,0.0,Unknown,0,en:1-unprocessed-or-minimally-processed-foods,"en:portugal,en:spain",kcal,g,8480000133953,0.0,g,0.0,es,0.0,hacendado,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Tés, Plantas para infusiones, Tés aromatizados, Infusiones con frutas, Plantas para infusiones en bolsitas, Infusiones con frutas en bolsitas",en:unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:flavored-teas,en:fruit-teas,en:herbal-teas-in-tea-bags,en:herbal-fruit-teas-in-tea-bags",0.0,0.0,g,unknown,0.0,-5,0.0,85.0,0.0,g,en:unknown,0.0,Hacendado,"App - yuka, Apps",100g,18020,0,0,g,a,0.0,Unknown,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8480000134608,0.0,g,0.0,es,0.0,hacendado,g,-10
g,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Bebida lácteas, Bebidas fermentadas, Bebidas de leche fermentada, Kéfir","en:milk-and-dairy-products,en:milk-and-yogurt",100g,Germany,"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir",3.9,4.4,g,b,0.0,-5,2.3,0.0,0.13,g,en:milk-and-yogurt,66.0,Carrefour,"App - yuka, Apps, Producers, Producer - carrefour-espana, App - El CoCo, App - InFood",100g,Unknown,1,0,g,unknown,3.9,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8431876303063,3.6,g,274.0,es,0.052,carrefour,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Plantas para infusiones, Plantas para infusiones en bolsitas",en:unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:herbal-teas-in-tea-bags",0.0,0.0,g,unknown,0.0,-5,0.0,79.0,0.0,g,en:unknown,0.0,Hacendado,"App - yuka, Apps",100g,18020,1,0,g,b,0.0,Unknown,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8480000136527,0.0,g,0.0,es,0.0,hacendado,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Plantas para infusiones, Plantas para infusiones en bolsitas",en:unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:herbal-teas-in-tea-bags",0.5,0.375,g,c,2.0,-5,0.1,79.0,0.05,g,en:unknown,2.0,Hacendado,"App - yuka, Apps, App - El CoCo",100g,18020,1,0,g,b,0.5,kJ,0,en:4-ultra-processed-food-and-drink-products,en:spain,kcal,g,8480000157263,0.2,g,8.0,es,0.02,hacendado,g,-15
g,"Bebidas, Aguas, Aguas de manantial, Aguas minerales","en:beverages,en:waters-and-flavored-waters",100g,Germany,"en:beverages,en:waters,en:spring-waters,en:mineral-waters",0.0,0.0,g,a,0.0,-3,0.0,0.0,0.0,g,en:waters-and-flavored-waters,0.0,Font Natura,"App - yuka, Apps, App - smoothie-openfoodfacts",100g,Unknown,1,0,g,not-applicable,0.0,kcal,0,unknown,en:spain,kcal,Unknown,8429359003548,55.0,g,0.0,es,0.0,font-natura,Unknown,-15
g,"Bebidas, Bebidas no alcohólicas, Cervezas sin alcohol",en:alcoholic-beverages,100g,Germany,"en:beverages,en:non-alcoholic-beverages,en:non-alcoholic-beers",2.0,0.0,g,c,5.0,-5,0.0,37.0,0.01,g,en:alcoholic-beverages,20.0,Falke,"App - Yuka, Apps",100g,5030,1,0,g,d,3.7,kJ,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,g,8413041318065,0.0,g,84.0,es,0.004,falke,g,-15
g,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks",6.6,1.1,g,b,1.0,-5,0.1,52.0,0.01,g,en:plant-based-milk-substitutes,51.0,"Central Lechera Asturiana,Vegetánea","App - Yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts",100g,18905,1,0,g,c,10.0,kJ,0,en:1-unprocessed-or-minimally-processed-foods,en:spain,kcal,g,8410297162510,0.7,g,219.0,es,0.004,"central-lechera-asturiana,vegetanea",g,-15
g,"Pflanzliche Lebensmittel und Getränke, Getränke, en:Dairy substitutes, Milchersatz, Pflanzliche Getränke, Pflanzenmilch","en:beverages,en:plant-based-milk-substitutes",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives",11.2,0.2,g,b,1.0,-5,0.1,0.0,0.0,g,en:plant-based-milk-substitutes,47.0,Solevita,"App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood",100g,Unknown,1,0,g,unknown,11.2,kcal,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,g,20659561,0.1,g,47.0,de,0.0,solevita,g,-15
Unknown,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Thés noirs, Thés aromatisés, Boissons sans sucre ajouté, Thés à la vanille","en:beverages,en:unsweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:black-teas,en:flavored-teas,en:unsweetened-beverages,en:vanilla-teas",0.0,0.0,Unknown,b,1.0,-5,0.0,79.0,0.0,Unknown,en:unsweetened-beverages,4.0,Carrefour,"Producer - Carrefour, Producers, App - yuka, Apps",100g,18020,1,0,Unknown,b,0.0,kcal,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:italy,en:spain",kcal,g,3270190150596,0.0,Unknown,4.0,fr,0.0,carrefour,Unknown,-11
g,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Boissons à base de végétaux, Boissons aux fruits, Fruits, Jus et nectars, Nectars de fruits, Abricots, Nectars d'abricot","en:beverages,en:sweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:plant-based-beverages,en:fruit-based-beverages,en:fruits,en:juices-and-nectars,en:fruit-nectars,en:apricots,en:apricot-nectars",10.0,0.0,g,e,14.0,-5,0.0,59.0,0.0,g,en:sweetened-beverages,46.0,"Carrefour Sélection, Carrefour","App - yuka, Apps, Producers, Producer - carrefour",100g,2043,0,0,g,c,10.0,kJ,0,en:3-processed-foods,"en:france,en:spain",kcal,g,3560070309177,0.0,g,193.0,fr,0.0,"carrefour-selection,carrefour",g,-11
g,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Boissons à base de végétaux, Boissons aux fruits, Fruits, Jus et nectars, Nectars de fruits, Jus de fruits, Boissons avec sucre ajouté","en:beverages,en:sweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:plant-based-beverages,en:fruit-based-beverages,en:fruits,en:juices-and-nectars,en:fruit-nectars,en:fruit-juices,en:sweetened-beverages",9.6,0.5,g,unknown,0.0,-5,0.0,8.0,0.03,g,en:sweetened-beverages,52.0,Carrefour,"App - yuka, Apps, Producers, Producer - carrefour, App - Open Food Facts",100g,2035,1,0,g,e,12.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,g,3560070423088,0.5,Unknown,167.0,fr,0.012,carrefour,g,-11
g,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits pur jus, Jus de raisin","en:beverages,en:unsweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:squeezed-juices,en:grape-juices",16.0,0.5,g,e,10.0,-5,0.1,11.0,0.02,g,en:unsweetened-beverages,66.0,Carrefour,"Producer - Carrefour, Producers",100g,2035,0,0,g,e,16.0,kJ,0,en:1-unprocessed-or-minimally-processed-foods,"en:france,en:italy,en:spain",kcal,g,3560070453306,0.5,g,279.0,fr,0.008,carrefour,g,-8
g,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus","en:beverages,en:unsweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:orange-juices,en:squeezed-juices,en:squeezed-orange-juices",9.0,0.5,g,c,2.0,-5,0.0,50.0,0.03,g,en:unsweetened-beverages,38.0,Carrefour,"App - yuka, Apps, Producers, Producer - carrefour",100g,2011,0,0,g,c,9.0,kJ,0,en:1-unprocessed-or-minimally-processed-foods,"en:france,en:italy,en:spain",kcal,g,3560070823253,0.0,g,162.0,fr,0.012,carrefour,g,-8
Unknown,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Thés verts, Infusions, Thés aromatisés, Thés au citron","en:beverages,en:unsweetened-beverages",100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:herbal-teas,en:flavored-teas,en:lemon-teas",0.0,0.0,Unknown,unknown,0.0,-5,0.0,94.0,0.0,Unknown,en:unsweetened-beverages,0.0,Carrefour,"Producer - Carrefour, Producers, App - Yuka, Apps",100g,18020,0,0,Unknown,a,0.0,Unknown,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:italy,en:spain",Unknown,Unknown,3560070888153,0.0,Unknown,0.0,fr,0.0,carrefour,Unknown,-1
g,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Petit-déjeuners, Cacao et dérivés, Cacaos et chocolats en poudre, Cafés, Boissons instantanées, Cafés solubles, Chocolats en poudre, Cappuccino au chocolat en poudre soluble, Cappuccino en poudre",Unknown,100g,Germany,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:breakfasts,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:coffees,en:instant-beverages,en:instant-coffees,en:chocolate-powders,en:instant-powder-for-cappuccino-with-chocolate,en:powdered-cappucino",60.0,16.0,g,unknown,0.0,-5,4.8,-20.0,0.72,g,Unknown,362.0,Carrefour,"Producer - Carrefour, Producers, App - yuka, Apps, App - Open Food Facts",100g,18160,2,0,g,e,60.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,g,3560071012113,5.4,g,1528.0,fr,0.288,carrefour,g,-15
g,"Boissons, Boissons gazeuses, Sodas, Sodas au cola, Sodas au cola sans caféine, Boissons avec sucre ajouté","en:beverages,en:sweetened-beverages",100g,Germany,"en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:cola-sodas-without-caffeine,en:sweetened-beverages",11.0,0.0,g,unknown,0.0,-5,0.0,0.0,0.0,g,en:sweetened-beverages,44.0,Coca-Cola,"App - smoothie-openfoodfacts, Apps",100g,Unknown,1,0,g,not-applicable,11.0,kJ,0,en:4-ultra-processed-food-and-drink-products,"en:france,en:spain",kcal,Unknown,5449000000774,0.0,g,188.0,fr,0.0,coca-cola,Unknown,-15
g,"Bebidas, Laticínios, Alimentos Fermentados, Produtos lácteos fermentados, Sobremesas, Sobremesas de laticínios, Bebidas lácteas, en:Fermented dairy desserts, Bebidas fermentadas, Iogurtes, Bebidas lácteas fermentadas, Iogurtes líquidos, Iogurtes líquidos aromatizados, Iogurtes líquidos aromatizados de morango","en:milk-and-dairy-products,en:milk-and-yogurt",100g,Germany,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts,pt:iogurtes-liquidos-aromatizados,pt:iogurtes-liquidos-aromatizados-de-morango",11.9,2.7,g,e,18.0,-5,0.6,20.0,0.11,g,en:milk-and-yogurt,67.0,"Nestlé,Yoggi","App - yuka, Apps, App - El CoCo",100g,19508,1,0,g,d,11.9,kJ,0,unknown,"en:portugal,en:spain",kcal,g,5601048540876,0.9,g,282.0,pt,0.044,"nestle,yoggi",g,-12
